2025-07-31 13:43:15,151 | INFO     | RawGeometry.Station_10 | Logger initialized for RawGeometry Station_10
2025-07-31 13:43:15,151 | INFO     | RawGeometry.Station_10 | Reading DXF file: C:\Users\Sam Hughes\Desktop\geometry_tools\n_sections\blade\Station_10.dxf
2025-07-31 13:43:15,171 | DEBUG    | RawGeometry.Station_10 | Parsed LINE entity with 50 points
2025-07-31 13:43:15,171 | DEBUG    | RawGeometry.Station_10 | Parsed LINE entity with 50 points
2025-07-31 13:43:15,171 | DEBUG    | RawGeometry.Station_10 | Parsed LINE entity with 50 points
2025-07-31 13:43:15,171 | DEBUG    | RawGeometry.Station_10 | Parsed LINE entity with 50 points
2025-07-31 13:43:15,171 | DEBUG    | RawGeometry.Station_10 | Parsed LINE entity with 50 points
2025-07-31 13:43:15,171 | DEBUG    | RawGeometry.Station_10 | Parsed LINE entity with 50 points
2025-07-31 13:43:15,171 | DEBUG    | RawGeometry.Station_10 | Parsed LINE entity with 50 points
2025-07-31 13:43:15,171 | DEBUG    | RawGeometry.Station_10 | Parsed LINE entity with 50 points
2025-07-31 13:43:15,171 | DEBUG    | RawGeometry.Station_10 | Parsed LINE entity with 50 points
2025-07-31 13:43:15,171 | DEBUG    | RawGeometry.Station_10 | Parsed LINE entity with 50 points
2025-07-31 13:43:15,171 | DEBUG    | RawGeometry.Station_10 | Parsed LINE entity with 50 points
2025-07-31 13:43:15,171 | DEBUG    | RawGeometry.Station_10 | Parsed LINE entity with 50 points
2025-07-31 13:43:15,171 | DEBUG    | RawGeometry.Station_10 | Parsed LINE entity with 50 points
2025-07-31 13:43:15,171 | DEBUG    | RawGeometry.Station_10 | Parsed LINE entity with 50 points
2025-07-31 13:43:15,175 | DEBUG    | RawGeometry.Station_10 | Parsed LINE entity with 50 points
2025-07-31 13:43:15,175 | DEBUG    | RawGeometry.Station_10 | Parsed LINE entity with 50 points
2025-07-31 13:43:15,175 | DEBUG    | RawGeometry.Station_10 | Parsed LINE entity with 50 points
2025-07-31 13:43:15,175 | DEBUG    | RawGeometry.Station_10 | Parsed LINE entity with 50 points
2025-07-31 13:43:15,175 | DEBUG    | RawGeometry.Station_10 | Parsed LINE entity with 50 points
2025-07-31 13:43:15,176 | DEBUG    | RawGeometry.Station_10 | Parsed LINE entity with 50 points
2025-07-31 13:43:15,176 | DEBUG    | RawGeometry.Station_10 | Parsed LINE entity with 50 points
2025-07-31 13:43:15,176 | DEBUG    | RawGeometry.Station_10 | Parsed LINE entity with 50 points
2025-07-31 13:43:15,176 | DEBUG    | RawGeometry.Station_10 | Parsed LINE entity with 50 points
2025-07-31 13:43:15,176 | DEBUG    | RawGeometry.Station_10 | Parsed LINE entity with 50 points
