2025-07-31 13:38:47,655 | INFO     | RawGeometry.Station_14 | Logger initialized for RawGeometry Station_14
2025-07-31 13:38:47,656 | INFO     | RawGeometry.Station_14 | Reading DXF file: C:\Users\Sam Hughes\Desktop\geometry_tools\n_sections\blade\Station_14.dxf
2025-07-31 13:38:47,669 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,675 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,675 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,675 | DEBUG    | RawGeometry.Station_14 | Parsed ARC entity with 100 points
2025-07-31 13:38:47,676 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,676 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,676 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,676 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,676 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,677 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,677 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,677 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,677 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,677 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,677 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,677 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,677 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,678 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,678 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,678 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,678 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,678 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,678 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,678 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,679 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,679 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,679 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,679 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,679 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,679 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,680 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,680 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,680 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,680 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,680 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,680 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,680 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,680 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,680 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,680 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,680 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,680 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,680 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,680 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,680 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,680 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,680 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,680 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,680 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,680 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,680 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,680 | DEBUG    | RawGeometry.Station_14 | Parsed LINE entity with 50 points
2025-07-31 13:38:47,683 | INFO     | RawGeometry.Station_14 | Extraction complete: 52 entities, 2650 total points.
