2025-07-30 14:23:14,343 | INFO     | RawGeometry.Station_12 | Logger initialized for RawGeometry Station_12
2025-07-30 14:23:14,344 | INFO     | RawGeometry.Station_12 | Reading DXF file: C:\Users\Sam Hughes\Desktop\geometry_tools\n_sections\blade\Station_12.dxf
2025-07-30 14:23:14,361 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,362 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,362 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,362 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,363 | DEBUG    | RawGeometry.Station_12 | Parsed ARC entity with 100 points
2025-07-30 14:23:14,363 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,363 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,363 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,363 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,364 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,364 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,364 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,365 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,365 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,365 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,365 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,365 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,365 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,367 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,367 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,367 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,367 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,367 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,368 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,368 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,368 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,368 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,369 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,369 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,369 | DEBUG    | RawGeometry.Station_12 | Parsed ARC entity with 100 points
2025-07-30 14:23:14,370 | DEBUG    | RawGeometry.Station_12 | Parsed ARC entity with 100 points
2025-07-30 14:23:14,370 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,371 | DEBUG    | RawGeometry.Station_12 | Parsed ARC entity with 100 points
2025-07-30 14:23:14,371 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,372 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,372 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,372 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,372 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,373 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,373 | DEBUG    | RawGeometry.Station_12 | Parsed ARC entity with 100 points
2025-07-30 14:23:14,373 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,373 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,374 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,374 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,374 | DEBUG    | RawGeometry.Station_12 | Parsed ARC entity with 100 points
2025-07-30 14:23:14,375 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-30 14:23:14,375 | INFO     | RawGeometry.Station_12 | Extraction complete: 46 entities, 2600 total points.
