2025-07-31 13:43:22,669 | INFO     | RawGeometry.Station_12 | Logger initialized for RawGeometry Station_12
2025-07-31 13:43:22,671 | INFO     | RawGeometry.Station_12 | Reading DXF file: C:\Users\Sam Hughes\Desktop\geometry_tools\n_sections\blade\Station_12.dxf
2025-07-31 13:43:22,738 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,738 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,738 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,738 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,739 | DEBUG    | RawGeometry.Station_12 | Parsed ARC entity with 100 points
2025-07-31 13:43:22,739 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,739 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,739 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,739 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,739 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,739 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,739 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,739 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,739 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,739 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,739 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,739 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,739 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,739 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,739 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,742 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,742 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,742 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,742 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,742 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,743 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,743 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,743 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,743 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,743 | DEBUG    | RawGeometry.Station_12 | Parsed ARC entity with 100 points
2025-07-31 13:43:22,743 | DEBUG    | RawGeometry.Station_12 | Parsed ARC entity with 100 points
2025-07-31 13:43:22,744 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,744 | DEBUG    | RawGeometry.Station_12 | Parsed ARC entity with 100 points
2025-07-31 13:43:22,744 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,744 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,744 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,744 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,744 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,745 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,745 | DEBUG    | RawGeometry.Station_12 | Parsed ARC entity with 100 points
2025-07-31 13:43:22,745 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,745 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,745 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,745 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,746 | DEBUG    | RawGeometry.Station_12 | Parsed ARC entity with 100 points
2025-07-31 13:43:22,746 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-07-31 13:43:22,746 | INFO     | RawGeometry.Station_12 | Extraction complete: 46 entities, 2600 total points.
