station_idx,name,rR,zL,c,beta_deg,dxf_path,x_cp,y_cp,P,A,xmin,xmax,ymin,ymax,n_vertices
10,,0.17671348646890547,0.05910112739303471,0.14461797362691697,27.326900613154848,n_slicer\blade_output\Blade01_N_NACA_63-415_n32_pr2p5_L0p7m_cp33pc_20250820-015816\sections\sec_010_r0.177.dxf,-0.19173218017523652,0.6963016990771784,297.29588788238476,1990.5625786198502,-42.820099824141906,86.35677182424192,-23.14825813198476,44.74983219958581,721
11,,0.19062745023576175,0.07500280026944188,0.14661929119233602,25.46630474463643,n_slicer\blade_output\Blade01_N_NACA_63-415_n32_pr2p5_L0p7m_cp33pc_20250820-015816\sections\sec_011_r0.191.dxf,-0.1719207265985503,0.6392544243168068,301.41006171309266,2046.0371866480186,-44.06891401052856,88.9522777589563,-22.175123969062305,42.51623156861984,721
12,,0.2065749720308222,0.0932285394637967,0.14746217233328737,23.445859259533737,n_slicer\blade_output\Blade01_N_NACA_63-415_n32_pr2p5_L0p7m_cp33pc_20250820-015816\sections\sec_012_r0.207.dxf,-0.15076933816036586,0.579320439089134,303.142799981331,2069.6292148815032,-44.98990505212896,90.88626377807891,-20.87825519112651,39.59389459982259,721
13,,0.22464653444649235,0.113881753653134,0.14687029915175684,21.29887703792915,n_slicer\blade_output\Blade01_N_NACA_63-415_n32_pr2p5_L0p7m_cp33pc_20250820-015816\sections\sec_013_r0.225.dxf,-0.12948370954177335,0.5177004775101857,301.9260669667278,2053.0486954988983,-45.45927759967748,91.90373418861253,-19.280478301033188,36.02975667880656,721
14,,0.24492891583041662,0.1370616180919046,0.14491781159394557,19.1636364892599,n_slicer\blade_output\Blade01_N_NACA_63-415_n32_pr2p5_L0p7m_cp33pc_20250820-015816\sections\sec_014_r0.245.dxf,-0.10976955065846283,0.45665189639364456,297.9122745761893,1998.8252439805299,-45.433987951086074,91.91212841384609,-17.5429923546467,32.15972092509536,721
15,,0.2675056115027833,0.1628635560031808,0.1415814931904055,17.135149337412656,n_slicer\blade_output\Blade01_N_NACA_63-415_n32_pr2p5_L0p7m_cp33pc_20250820-015816\sections\sec_015_r0.268.dxf,-0.09265888349420948,0.39873572878090613,291.0536959558195,1907.8501830794073,-44.87171163269839,90.82238760731427,-15.780961880459705,28.231690511173664,721
16,,0.2924571806618005,0.19137963504205763,0.13686487656319368,15.250967293846053,n_slicer\blade_output\Blade01_N_NACA_63-415_n32_pr2p5_L0p7m_cp33pc_20250820-015816\sections\sec_016_r0.292.dxf,-0.07841587865080157,0.314100899048654,281.35759323206537,1782.8520780261094,-43.765552307637165,88.61970959838212,-14.05969437580406,24.39841019109185,721
17,,0.3198615361435728,0.22269889844979743,0.13071913225069223,13.529639832958589,n_slicer\blade_output\Blade01_N_NACA_63-415_n32_pr2p5_L0p7m_cp33pc_20250820-015816\sections\sec_017_r0.320.dxf,-0.06625690309221,0.28246518311615887,268.72358608716667,1626.3334850377362,-42.10170576761623,85.27844230669896,-12.411258452300551,20.757612956083314,721
18,,0.34979418941448903,0.2569076450451302,0.1233004482784273,11.960233453866664,n_slicer\blade_output\Blade01_N_NACA_63-415_n32_pr2p5_L0p7m_cp33pc_20250820-015816\sections\sec_018_r0.350.dxf,-0.05517611459116267,0.26804618357257937,253.47275534227495,1446.973583443978,-39.9405142843448,80.92414683612076,-10.859449960876912,17.377364066416085,721
19,,0.3823284599246904,0.29408966848536033,0.11483969393668098,10.56674123622717,n_slicer\blade_output\Blade01_N_NACA_63-415_n32_pr2p5_L0p7m_cp33pc_20250820-015816\sections\sec_019_r0.382.dxf,-0.04530356444725214,0.2508290217704161,236.07970653166677,1255.2069758311413,-37.36516668933032,75.72532762849715,-9.441293905445239,14.436841354864002,721
20,,0.4175356556876947,0.33432646364307955,0.1065049370862602,9.285585908775989,n_slicer\blade_output\Blade01_N_NACA_63-415_n32_pr2p5_L0p7m_cp33pc_20250820-015816\sections\sec_020_r0.418.dxf,-0.03680391111254977,0.23350577764410207,218.94567487580878,1079.6196283295671,-34.77619087069483,70.49467870379694,-8.212221353498927,12.606353291953377,721
21,,0.45548523033842664,0.37769740610105895,0.09856336837228791,8.091132141017114,n_slicer\blade_output\Blade01_N_NACA_63-415_n32_pr2p5_L0p7m_cp33pc_20250820-015816\sections\sec_021_r0.455.dxf,-0.02954759142251362,0.2167573963312206,202.6199329034436,924.6180458396343,-32.2746304574629,65.4377418638716,-7.161474135129039,11.114943097397612,721
22,,0.4962449207495185,0.424279909428021,0.09114297348525367,6.9939748843679235,n_slicer\blade_output\Blade01_N_NACA_63-415_n32_pr2p5_L0p7m_cp33pc_20250820-015816\sections\sec_022_r0.496.dxf,-0.023480108728776372,0.200925132266645,187.36558497522623,790.6379887598467,-29.911139581466486,60.65752548743566,-6.279492126347778,9.886248478549705,721
23,,0.5398808684182941,0.4741495639066217,0.08425403466714215,5.986740737889557,n_slicer\blade_output\Blade01_N_NACA_63-415_n32_pr2p5_L0p7m_cp33pc_20250820-015816\sections\sec_023_r0.540.dxf,-0.01843700706694662,0.18609128461958857,173.20376863155775,675.6358809831538,-27.697697963346407,56.178850389015594,-5.541938023434644,8.858662792271813,721
24,,0.5864577271847787,0.527380259639747,0.07791469054169588,5.0665235995154445,n_slicer\blade_output\Blade01_N_NACA_63-415_n32_pr2p5_L0p7m_cp33pc_20250820-015816\sections\sec_024_r0.586.dxf,-0.014283810860369783,0.17234124758900293,160.17177203320583,577.7899607944156,-25.646792338675496,52.02747592743094,-4.927448488028847,7.991421485913049,721
25,,0.6360387593438735,0.5840442963929984,0.07209594683056597,4.227308459850981,n_slicer\blade_output\Blade01_N_NACA_63-415_n32_pr2p5_L0p7m_cp33pc_20250820-015816\sections\sec_025_r0.636.dxf,-0.010879970781473958,0.15964711689575517,148.20999069596246,494.7126219417512,-23.754054222752558,48.194958662008304,-4.412992311456296,7.250065266979284,721
26,,0.6886859218308291,0.6442124820923761,0.06673517594947272,3.462044497661798,n_slicer\blade_output\Blade01_N_NACA_63-415_n32_pr2p5_L0p7m_cp33pc_20250820-015816\sections\sec_026_r0.689.dxf,-0.008096382434967353,0.14789771241273575,137.1896790510203,423.8780337628052,-22.002751177308348,44.64771789806553,-3.9783361392095005,6.606567540162456,721
27,,0.7444599438590562,0.7079542215532071,0.06175609301147248,2.7579495746687037,n_slicer\blade_output\Blade01_N_NACA_63-415_n32_pr2p5_L0p7m_cp33pc_20250820-015816\sections\sec_027_r0.744.dxf,-0.0058099112896918825,0.13694486239674508,126.95401576679006,362.98687060857606,-20.37066000791777,41.34100695156125,-3.604889715238992,6.037914073654302,721
28,,0.8034203971523062,0.7753375967454929,0.0571516327821634,2.1138359022556155,n_slicer\blade_output\Blade01_N_NACA_63-415_n32_pr2p5_L0p7m_cp33pc_20250820-015816\sections\sec_028_r0.803.dxf,-0.003951685327891141,0.12678685283360602,117.48847661034327,310.87698851259063,-18.857418283374706,38.27429868040352,-3.28296868063051,5.532920082723726,721
29,,0.8656257597242107,0.8464294396848122,0.05280167963500444,1.5171323610542988,n_slicer\blade_output\Blade01_N_NACA_63-415_n32_pr2p5_L0p7m_cp33pc_20250820-015816\sections\sec_029_r0.866.dxf,-0.002430822539512434,0.11716845883721688,108.54613596831746,265.3546894083339,-17.424936042602752,35.37053432122524,-2.9977024873977682,5.072001006809008,721
30,,0.9311334740060296,0.9212953988640339,0.048404090874170976,0.9424671067246955,n_slicer\blade_output\Blade01_N_NACA_63-415_n32_pr2p5_L0p7m_cp33pc_20250820-015816\sections\sec_030_r0.931.dxf,-0.0011509757007530652,0.10742702903840033,99.50586924070896,222.99515469421254,-15.97453676647883,32.42966259951534,-2.7246756264751384,4.620222978446023,721
31,,1.0,1.0,0.043089963807692,0.315909961538458,n_slicer\blade_output\Blade01_N_NACA_63-415_n32_pr2p5_L0p7m_cp33pc_20250820-015816\sections\sec_031_r1.000.dxf,2.1219464761301765e-05,0.09563845269565309,88.58144480765475,176.71912400154494,-14.219926600381624,28.87082436884985,-2.410463814400477,4.089896378735108,721
