2025-08-12 00:37:00,035 | INFO     | RawGeometry.Station_12 | Logger initialized for RawGeometry Station_12
2025-08-12 00:37:00,036 | INFO     | RawGeometry.Station_12 | Reading DXF file: C:\Users\samea\Desktop\geometry_tools\n_sections\blade\Station_12.dxf
2025-08-12 00:37:00,066 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,066 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,067 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,067 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,068 | DEBUG    | RawGeometry.Station_12 | Parsed ARC entity with 100 points
2025-08-12 00:37:00,068 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,069 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,069 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,069 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,070 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,070 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,070 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,071 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,071 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,072 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,072 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,074 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,075 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,075 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,075 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,076 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,076 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,076 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,077 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,077 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,077 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,078 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,078 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,078 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,079 | DEBUG    | RawGeometry.Station_12 | Parsed ARC entity with 100 points
2025-08-12 00:37:00,080 | DEBUG    | RawGeometry.Station_12 | Parsed ARC entity with 100 points
2025-08-12 00:37:00,080 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,081 | DEBUG    | RawGeometry.Station_12 | Parsed ARC entity with 100 points
2025-08-12 00:37:00,081 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,081 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,081 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,082 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,082 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,082 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,083 | DEBUG    | RawGeometry.Station_12 | Parsed ARC entity with 100 points
2025-08-12 00:37:00,084 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,084 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,084 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,085 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,085 | DEBUG    | RawGeometry.Station_12 | Parsed ARC entity with 100 points
2025-08-12 00:37:00,086 | DEBUG    | RawGeometry.Station_12 | Parsed LINE entity with 50 points
2025-08-12 00:37:00,086 | INFO     | RawGeometry.Station_12 | Extraction complete: 46 entities, 2600 total points.
