b0,b1,b2,b3,b4,b5,Equation
772.0428764,-3890.793004,10088.15411,-17004.40395,16368.29717,-6458.350827,10090.0*x^2 - 3891.0*x - 17000.0*x^3 + 16370.0*x^4 - 6458.0*x^5 + 772.0
842.4474484,-3660.094701,5898.257979,-3598.732789,-440.6771979,1021.999189,5898.0*x^2 - 3660.0*x - 3599.0*x^3 - 440.7*x^4 + 1022.0*x^5 + 842.4
782.8662041,-3195.72679,4574.948224,-1866.612777,-1454.295072,1214.672854,4575.0*x^2 - 3196.0*x - 1867.0*x^3 - 1454.0*x^4 + 1215.0*x^5 + 782.9
647.4631993,-1889.498554,11.02255136,5653.89901,-7402.775522,3036.887514,11.02*x^2 - 1889.0*x + 5654.0*x^3 - 7403.0*x^4 + 3037.0*x^5 + 647.5
911.2602089,-4517.581437,9796.982541,-11976.31036,8179.044272,-2397.191358,9797.0*x^2 - 4518.0*x - 11980.0*x^3 + 8179.0*x^4 - 2397.0*x^5 + 911.3
472.5538996,-1120.447463,365.5444519,62.00816598,1144.441037,-949.6009437,365.5*x^2 - 1120.0*x + 62.01*x^3 + 1144.0*x^4 - 949.6*x^5 + 472.6
737.1743466,-3719.990804,9808.608041,-16761.1787,16145.23978,-6323.616189,9809.0*x^2 - 3720.0*x - 16760.0*x^3 + 16150.0*x^4 - 6324.0*x^5 + 737.2
723.6142272,-2204.223467,-366.9301216,8986.314248,-12531.9104,5519.19532,8986.0*x^3 - 366.9*x^2 - 2204.0*x - 12530.0*x^4 + 5519.0*x^5 + 723.6
889.0117797,-4472.653298,10301.28615,-14131.87098,11187.72274,-3819.133237,10300.0*x^2 - 4473.0*x - 14130.0*x^3 + 11190.0*x^4 - 3819.0*x^5 + 889.0
591.3876172,-1549.149016,-576.3230331,5685.790966,-6684.132517,2575.370275,5686.0*x^3 - 576.3*x^2 - 1549.0*x - 6684.0*x^4 + 2575.0*x^5 + 591.4
894.8971084,-3862.698565,5785.065993,-2196.265568,-2497.923421,1958.721765,5785.0*x^2 - 3863.0*x - 2196.0*x^3 - 2498.0*x^4 + 1959.0*x^5 + 894.9
882.5740093,-4589.155796,11481.10331,-17707.54385,15666.85504,-5834.381664,11480.0*x^2 - 4589.0*x - 17710.0*x^3 + 15670.0*x^4 - 5834.0*x^5 + 882.6
522.0071978,-1485.119671,1033.225729,224.2772618,-184.0472801,-105.9151013,1033.0*x^2 - 1485.0*x + 224.3*x^3 - 184.0*x^4 - 105.9*x^5 + 522.0
758.1081145,-3705.75581,9194.831295,-14980.08133,14190.22482,-5562.136977,9195.0*x^2 - 3706.0*x - 14980.0*x^3 + 14190.0*x^4 - 5562.0*x^5 + 758.1
688.7306166,-2143.791322,234.8547277,6710.447902,-9680.567624,4293.614042,234.9*x^2 - 2144.0*x + 6710.0*x^3 - 9681.0*x^4 + 4294.0*x^5 + 688.7
861.5653589,-4173.684542,8974.415197,-11209.89651,8057.533858,-2524.95337,8974.0*x^2 - 4174.0*x - 11210.0*x^3 + 8058.0*x^4 - 2525.0*x^5 + 861.6
593.5310522,-1741.256619,967.5864345,1210.30439,-1170.784642,120.6010352,967.6*x^2 - 1741.0*x + 1210.0*x^3 - 1171.0*x^4 + 120.6*x^5 + 593.5
702.8719922,-3078.508183,6496.983597,-9344.123392,8453.217668,-3288.162396,6497.0*x^2 - 3079.0*x - 9344.0*x^3 + 8453.0*x^4 - 3288.0*x^5 + 702.9
544.4842243,-1514.254104,903.5606567,241.6643037,384.5613104,-589.8046127,903.6*x^2 - 1514.0*x + 241.7*x^3 + 384.6*x^4 - 589.8*x^5 + 544.5
473.0596462,-1415.386005,1767.342481,-2000.270936,1973.689509,-781.6401761,1767.0*x^2 - 1415.0*x - 2000.0*x^3 + 1974.0*x^4 - 781.6*x^5 + 473.1
671.9412231,-2496.433327,3114.426787,-828.4826901,-1290.441235,870.6878426,3114.0*x^2 - 2496.0*x - 828.5*x^3 - 1290.0*x^4 + 870.7*x^5 + 671.9
580.9331653,-1402.87446,-1253.122053,7110.355806,-8097.2366,3112.809887,7110.0*x^3 - 1253.0*x^2 - 1403.0*x - 8097.0*x^4 + 3113.0*x^5 + 580.9
656.3106465,-1932.014888,-19.1387719,6065.653801,-8082.318371,3379.233672,6066.0*x^3 - 19.14*x^2 - 1932.0*x - 8082.0*x^4 + 3379.0*x^5 + 656.3
754.3964826,-3648.780402,8621.948349,-12956.35081,11349.45534,-4179.656693,8622.0*x^2 - 3649.0*x - 12960.0*x^3 + 11350.0*x^4 - 4180.0*x^5 + 754.4
719.1886435,-3653.454575,9786.23765,-16881.55711,16243.92833,-6322.560125,9786.0*x^2 - 3653.0*x - 16880.0*x^3 + 16240.0*x^4 - 6323.0*x^5 + 719.2
769.9547866,-3024.028882,3781.476015,-166.3471635,-3185.638847,1892.725751,3781.0*x^2 - 3024.0*x - 166.3*x^3 - 3186.0*x^4 + 1893.0*x^5 + 770.0
740.0925918,-3386.171775,7339.170174,-10257.44345,8719.564677,-3200.694076,7339.0*x^2 - 3386.0*x - 10260.0*x^3 + 8720.0*x^4 - 3201.0*x^5 + 740.1
825.3569745,-3642.590373,6264.254881,-4877.369889,1129.982984,350.4773041,6264.0*x^2 - 3643.0*x - 4877.0*x^3 + 1130.0*x^4 + 350.5*x^5 + 825.4
643.4888587,-1739.449251,-654.9230752,6669.255281,-7908.449368,3027.591434,6669.0*x^3 - 654.9*x^2 - 1739.0*x - 7908.0*x^4 + 3028.0*x^5 + 643.5
749.0374706,-3444.996303,7676.661855,-11359.54624,10285.30439,-3980.220407,7677.0*x^2 - 3445.0*x - 11360.0*x^3 + 10290.0*x^4 - 3980.0*x^5 + 749.0
703.3635846,-3150.975551,6749.459821,-9448.119853,8059.057827,-2949.564837,6749.0*x^2 - 3151.0*x - 9448.0*x^3 + 8059.0*x^4 - 2950.0*x^5 + 703.4
922.6265879,-4870.110462,12091.27917,-18013.55864,15246.07759,-5457.074634,12090.0*x^2 - 4870.0*x - 18010.0*x^3 + 15250.0*x^4 - 5457.0*x^5 + 922.6
639.5047553,-2249.66192,2744.31825,-1440.756972,508.6687779,-204.5387182,2744.0*x^2 - 2250.0*x - 1441.0*x^3 + 508.7*x^4 - 204.5*x^5 + 639.5
623.2405696,-1753.721129,-353.9387345,6375.577005,-8290.725619,3475.526255,6376.0*x^3 - 353.9*x^2 - 1754.0*x - 8291.0*x^4 + 3476.0*x^5 + 623.2
814.1129564,-4068.336243,9693.091039,-14212.86506,12013.23642,-4295.810911,9693.0*x^2 - 4068.0*x - 14210.0*x^3 + 12010.0*x^4 - 4296.0*x^5 + 814.1
709.8213162,-3376.12067,8170.41416,-13036.84506,12104.39076,-4646.200331,8170.0*x^2 - 3376.0*x - 13040.0*x^3 + 12100.0*x^4 - 4646.0*x^5 + 709.8
630.5065522,-2200.505534,2734.278687,-1750.179564,1067.876578,-493.4785693,2734.0*x^2 - 2201.0*x - 1750.0*x^3 + 1068.0*x^4 - 493.5*x^5 + 630.5
709.5688448,-2042.662801,-985.9726085,10051.74275,-13378.39145,5769.7722,10050.0*x^3 - 986.0*x^2 - 2043.0*x - 13380.0*x^4 + 5770.0*x^5 + 709.6
750.7975244,-2546.23956,1232.282946,5448.955552,-8802.427208,4011.568436,1232.0*x^2 - 2546.0*x + 5449.0*x^3 - 8802.0*x^4 + 4012.0*x^5 + 750.8
615.7027055,-2038.79635,1721.483668,1242.220652,-2828.897085,1333.231574,1721.0*x^2 - 2039.0*x + 1242.0*x^3 - 2829.0*x^4 + 1333.0*x^5 + 615.7
941.418485,-4461.378919,8567.3126,-8262.717924,3803.786212,-556.4279268,8567.0*x^2 - 4461.0*x - 8263.0*x^3 + 3804.0*x^4 - 556.4*x^5 + 941.4
702.5117544,-3077.960161,6198.855893,-7910.94372,6207.59558,-2136.253031,6199.0*x^2 - 3078.0*x - 7911.0*x^3 + 6208.0*x^4 - 2136.0*x^5 + 702.5
716.3812946,-2584.817013,2460.040569,1695.285936,-4413.237971,2190.114962,2460.0*x^2 - 2585.0*x + 1695.0*x^3 - 4413.0*x^4 + 2190.0*x^5 + 716.4
728.4282089,-2421.950065,806.7019166,6550.604934,-10309.44609,4771.941974,806.7*x^2 - 2422.0*x + 6551.0*x^3 - 10310.0*x^4 + 4772.0*x^5 + 728.4
559.8762971,-1357.287958,-555.681654,4027.974274,-3669.46747,981.8961225,4028.0*x^3 - 555.7*x^2 - 1357.0*x - 3669.0*x^4 + 981.9*x^5 + 559.9
