RunLabel,Mesh_h_mm,Area_mm2,Perimeter_mm,Cx_mm,Cy_mm,Ixx_c_mm4,Iyy_c_mm4,Ixy_c_mm4,Ip_c_mm4,Principal_angle_deg,I1_mm4,I2_mm4,J_mm4,rx_mm,ry_mm
Station_8_h3,3.0,377.6304439297287,149.5248710162139,1.7900000000299487,-5.709999999832949,4049.8800952989536,116927.84050284461,9294.997143846394,120977.72059814357,-85.32392296527904,117688.12129382568,3289.5993043178873,11470.616233631466,3.274821123654232,17.59646641337289
Station_8_h0.75,0.75,377.6304439297287,149.5248710162139,1.7900000000299487,-5.709999999832949,4049.8800952989536,116927.84050284461,9294.997143846394,120977.72059814357,-85.32392296527904,117688.12129382568,3289.5993043178873,11470.616233631466,3.274821123654232,17.59646641337289
Station_8_h0.1875,0.1875,377.6304439297287,149.5248710162139,1.7900000000299487,-5.709999999832949,4049.8800952989536,116927.84050284461,9294.997143846394,120977.72059814357,-85.32392296527904,117688.12129382568,3289.5993043178873,11470.616233631466,3.274821123654232,17.59646641337289
