station_idx,name,rR,zL,c,beta_deg,dxf_path,x_cp,y_cp,P,A,xmin,xmax,ymin,ymax,n_vertices
0,,0.125,0.0,0.120433447141891,34.1104050834199,n_slicer\blade_output\Blade01_N_NACA_63-415_n10_pr2p2_L0p7m_cp33pc_20250820-015929\sections\sec_000_r0.125.dxf,-0.24305940133086779,0.8213102912837549,247.5789675434967,1380.4653999831062,-33.40661845254662,67.08901503598597,-23.037610190454384,45.45909940621864,721
1,,0.13196104645808762,0.007955481666385732,0.12809940358140331,33.97253994112588,n_slicer\blade_output\Blade01_N_NACA_63-415_n10_pr2p2_L0p7m_cp33pc_20250820-015929\sections\sec_001_r0.132.dxf,-0.2564280966805441,0.8742087453370679,263.3381243688576,1561.800317820067,-35.58633068446619,71.47398018761152,-24.425104092530812,48.18194521515459,721
2,,0.15698457046185274,0.036553794813545856,0.1403997915982697,30.28469759464966,n_slicer\blade_output\Blade01_N_NACA_63-415_n10_pr2p2_L0p7m_cp33pc_20250820-015929\sections\sec_002_r0.157.dxf,-0.224658710813614,0.814091301662689,288.6244334289336,1876.1355714796177,-40.489278287931036,81.5247204306066,-24.413941355177798,47.69198608948792,721
3,,0.20304431850446686,0.08919350686224772,0.14744591015555028,23.88382487950969,n_slicer\blade_output\Blade01_N_NACA_63-415_n10_pr2p2_L0p7m_cp33pc_20250820-015929\sections\sec_003_r0.203.dxf,-0.15517606746846013,0.5780872948113611,303.1093692918531,2069.172761246313,-44.84437073485944,90.57743128753744,-21.185377918405653,40.28021480333764,721
4,,0.2719624938992681,0.1679571358848777,0.14083733723442302,16.770951126087155,n_slicer\blade_output\Blade01_N_NACA_63-415_n10_pr2p2_L0p7m_cp33pc_20250820-015929\sections\sec_004_r0.272.dxf,-0.0898841511142976,0.3541778530460782,289.52391027214287,1887.8474700821469,-44.71683945354558,90.51635843260983,-15.458045047810153,27.51018636502456,721
5,,0.3651090568258256,0.27441035065808633,0.1193075370986043,11.26945264563408,n_slicer\blade_output\Blade01_N_NACA_63-415_n10_pr2p2_L0p7m_cp33pc_20250820-015929\sections\sec_005_r0.365.dxf,-0.05025849072458044,0.25999070306715577,245.26439752429462,1354.7746212605978,-38.735107101788316,78.4917068711321,-10.157091231540456,15.874420524585872,721
6,,0.48359752113178295,0.4098257384363233,0.09332990761858874,7.31575506005536,n_slicer\blade_output\Blade01_N_NACA_63-415_n10_pr2p2_L0p7m_cp33pc_20250820-015929\sections\sec_006_r0.484.dxf,-0.025198614289593024,0.20560796402338744,191.86133684205458,829.0351860378676,-30.6100887346324,62.071396478527625,-6.529714544960268,10.2339329385107,721
7,,0.6283733514334678,0.5752838302096774,0.07294642610860087,4.349630683583127,n_slicer\blade_output\Blade01_N_NACA_63-415_n10_pr2p2_L0p7m_cp33pc_20250820-015929\sections\sec_007_r0.628.dxf,-0.011353146286317894,0.16150652283496236,149.95834870256294,506.453212000883,-24.031258286587708,48.75633304765893,-4.485320296112035,7.355516956151763,721
8,,0.800262299953404,0.7717283428038904,0.057386199519375916,2.1464164207742242,n_slicer\blade_output\Blade01_N_NACA_63-415_n10_pr2p2_L0p7m_cp33pc_20250820-015929\sections\sec_008_r0.800.dxf,-0.004040295173393105,0.12730494565977574,117.97068310693804,313.4340824227055,-18.93458909499564,38.4307102984051,-3.298861846309117,5.5582273174080346,721
9,,1.0,1.0,0.043089963807692,0.315909961538458,n_slicer\blade_output\Blade01_N_NACA_63-415_n10_pr2p2_L0p7m_cp33pc_20250820-015929\sections\sec_009_r1.000.dxf,2.1219464761301765e-05,0.09563845269565309,88.58144480765475,176.71912400154494,-14.219926600381624,28.87082436884985,-2.410463814400477,4.089896378735108,721
