r/R [-],Cx [mm],Cy [mm],Cz [mm],B [deg],filename
0.125,7.012230765068873,7.254846041485229,0.0,34.1104050834199,sec_000_r0.125.dxf
0.13196104645808762,7.47712682500594,7.698669968530006,5.568837166470011,33.97253994112588,sec_001_r0.132.dxf
0.15698457046185274,8.720858691073106,7.893327587171723,25.587656369482097,30.28469759464966,sec_002_r0.157.dxf
0.20304431850446686,10.025575455789866,7.21675867851491,62.43545480357341,23.88382487950969,sec_003_r0.203.dxf
0.2719624938992681,10.35608783357814,5.654480551273088,117.56999511941439,16.770951126087155,sec_004_r0.272.dxf
0.3651090568258256,9.191775569147197,3.9269370024466848,192.08724546066043,11.26945264563408,sec_005_r0.365.dxf
0.48359752113178295,7.385084561308593,2.5688084893837444,286.8780169054263,7.31575506005536,sec_006_r0.484.dxf
0.6283733514334678,5.8683242923255365,1.7064009830973914,402.6986811467742,4.349630683583127,sec_007_r0.628.dxf
0.800262299953404,4.6647446947548925,1.1639376201877667,540.2098399627232,2.1464164207742242,sec_008_r0.800.dxf
1.0,3.5287782625663255,0.7616428675146368,700.0,0.315909961538458,sec_009_r1.000.dxf
