# Metadata
label,Station_10
r,0.6
r_over_R,0.75
B_r,2.6927311322103797
Cx,0.0013700000000000001
Cy,-0.00512
hs,"[40.0, 10.0, 2.5, 0.625, 0.15625]"
dxf_path,section_calc_n\blade\Station_10.dxf

# Convergence Results
run_label,mesh_h,area_mm2,perimeter_mm,cx_mm,cy_mm,ixx_c_mm4,iyy_c_mm4,ixy_c_mm4,ip_c_mm4,phi_deg,i1_mm4,i2_mm4,j_mm4,rx_mm,ry_mm
Station_10_h40,40.0,264.0990322986939,124.89314968283603,1.3700000002203285,-5.120000000101462,1759.390494735685,57490.62129665759,2932.5148466915443,59250.01179139328,-86.9962167463817,57644.502054627446,1605.509736765828,5619.4727632754675,2.5810577138982294,14.754180630819278
Station_10_h10,10.0,264.0990322986939,124.89314968283603,1.3700000002203285,-5.120000000101462,1759.390494735685,57490.62129665759,2932.5148466915443,59250.01179139328,-86.9962167463817,57644.502054627446,1605.509736765828,5619.4727632754675,2.5810577138982294,14.754180630819278
Station_10_h2.5,2.5,264.0990322986939,124.89314968283603,1.3700000002203285,-5.120000000101462,1759.390494735685,57490.62129665759,2932.5148466915443,59250.01179139328,-86.9962167463817,57644.502054627446,1605.509736765828,5619.4727632754675,2.5810577138982294,14.754180630819278
Station_10_h0.625,0.625,264.0990322986939,124.89314968283603,1.3700000002203285,-5.120000000101462,1759.390494735685,57490.62129665759,2932.5148466915443,59250.01179139328,-86.9962167463817,57644.502054627446,1605.509736765828,5619.4727632754675,2.5810577138982294,14.754180630819278
Station_10_h0.1562,0.15625,264.0990322986939,124.89314968283603,1.3700000002203285,-5.120000000101462,1759.390494735685,57490.62129665759,2932.5148466915443,59250.01179139328,-86.9962167463817,57644.502054627446,1605.509736765828,5619.4727632754675,2.5810577138982294,14.754180630819278
