# Metadata
label,Station_12
r,0.7
r_over_R,0.875
B_r,1.43264229507252
Cx,0.00106
Cy,-0.00452
hs,"[40.0, 10.0, 2.5]"
dxf_path,\\mull.sms.ed.ac.uk\home\s1834431\Win7\Desktop\geometry_tools\n_sections\blade\Station_12.dxf
material_name,Al_7075_T6

# Convergence Results
run_label,mesh_h,xmin_touch_x_mm,xmin_touch_y_mm,xmax_touch_x_mm,xmax_touch_y_mm,ymin_touch_x_mm,ymin_touch_y_mm,ymax_touch_x_mm,ymax_touch_y_mm,bbox_width_mm,bbox_height_mm,area_mm2,perimeter_mm,cx_mm,cy_mm,ixx_c_mm4,iyy_c_mm4,ixy_c_mm4,ip_c_mm4,rx_mm,ry_mm,sx_mm3,sy_mm3,phi_deg,i1_mm4,i2_mm4,j_mm4,asx_mm2,asy_mm2,scx_elastic_mm,scy_elastic_mm,scx_trefftz_mm,scy_trefftz_mm,sc1_mm,sc2_mm,beta_x_plus,beta_x_minus,beta_y_plus,beta_y_minus,shape_factor_x,shape_factor_y,polar_r_mm,j_over_ip,asx_over_a,asy_over_a,compactness,shear_offset_ratio_x,shear_offset_ratio_y,vx,vy
Station_12_h40,40.0,-17.133050158,-0.428489659,34.785283654,0.869963852,-3.653889895,-3.005358828,4.2517961799999995,4.95495486,51.918333812,7.960313688000001,190.7292206564382,106.38376217367032,4.325567039420409,1.0300845327633616,63608874062597.28,2161850747953279.5,84333407866565.4,2225459622015877.0,2.156704572912826,12.573166269283137,,,-87.70208525491707,2165234853285389.2,60224768730487.54,208843789916911.88,11218584760428.484,665357280056.3732,-6.061225394020514,0.23663489602319593,-5.5286036310707845,0.25751246041329034,-0.47947202916425663,-6.04686331285768,0.0041951244898222224,-0.0041951244898222224,-0.01571672621938171,0.01571672621938171,,,3415869.278733473,0.09384299218501926,58819433759.63662,3488491578.6180744,59.338075284281395,2.4012556824995297,0.7702762360790079,58819433759.63662,3488491578.6180744
Station_12_h10,10.0,-17.133050158,-0.428489659,34.785283654,0.869963852,-3.653889895,-3.005358828,4.2517961799999995,4.95495486,51.918333812,7.960313688000001,190.7292206564382,106.38376217367032,4.325567039420409,1.0300845327633616,63608874062597.28,2161850747953279.5,84333407866565.4,2225459622015877.0,2.156704572912826,12.573166269283137,,,-87.70208525491707,2165234853285389.2,60224768730487.54,208843789916911.88,11218584760428.484,665357280056.3732,-6.061225394020514,0.23663489602319593,-5.5286036310707845,0.25751246041329034,-0.47947202916425663,-6.04686331285768,0.0041951244898222224,-0.0041951244898222224,-0.01571672621938171,0.01571672621938171,,,3415869.278733473,0.09384299218501926,58819433759.63662,3488491578.6180744,59.338075284281395,2.4012556824995297,0.7702762360790079,58819433759.63662,3488491578.6180744
Station_12_h2.5,2.5,-17.133050158,-0.428489659,34.785283654,0.869963852,-3.653889895,-3.005358828,4.2517961799999995,4.95495486,51.918333812,7.960313688000001,190.7292206564382,106.38376217367032,4.325567039420409,1.0300845327633616,63608874062597.28,2161850747953279.5,84333407866565.4,2225459622015877.0,2.156704572912826,12.573166269283137,,,-87.70208525491707,2165234853285389.2,60224768730487.54,208843789916911.88,11218584760428.484,665357280056.3732,-6.061225394020514,0.23663489602319593,-5.5286036310707845,0.25751246041329034,-0.47947202916425663,-6.04686331285768,0.0041951244898222224,-0.0041951244898222224,-0.01571672621938171,0.01571672621938171,,,3415869.278733473,0.09384299218501926,58819433759.63662,3488491578.6180744,59.338075284281395,2.4012556824995297,0.7702762360790079,58819433759.63662,3488491578.6180744
