RunLabel,Mesh_h_mm,Area_mm2,Perimeter_mm,Cx_mm,Cy_mm,Ixx_c_mm4,Iyy_c_mm4,Ixy_c_mm4,Ip_c_mm4,Principal_angle_deg,I1_mm4,I2_mm4,J_mm4,rx_mm,ry_mm
Station_10_h3,3.0,264.0990322986939,124.89314968283603,1.3700000002203285,-5.120000000101462,1759.390494735685,57490.62129665759,2932.5148466915443,59250.01179139328,-86.9962167463817,57644.502054627446,1605.509736765828,5619.4727632754675,2.5810577138982294,14.754180630819278
Station_10_h0.75,0.75,264.0990322986939,124.89314968283603,1.3700000002203285,-5.120000000101462,1759.390494735685,57490.62129665759,2932.5148466915443,59250.01179139328,-86.9962167463817,57644.502054627446,1605.509736765828,5619.4727632754675,2.5810577138982294,14.754180630819278
Station_10_h0.1875,0.1875,264.0990322986939,124.89314968283603,1.3700000002203285,-5.120000000101462,1759.390494735685,57490.62129665759,2932.5148466915443,59250.01179139328,-86.9962167463817,57644.502054627446,1605.509736765828,5619.4727632754675,2.5810577138982294,14.754180630819278
