# Metadata
label,Station_2
r,0.2
r_over_R,0.25
B_r,18.6826163532195
Cx,0.005849999999999999
Cy,-0.00941
hs,"[40.0, 10.0, 2.5]"
dxf_path,\\mull.sms.ed.ac.uk\home\s1834431\Win7\Desktop\geometry_tools\n_sections\blade\Station_2.dxf
material_name,Al_7075_T6

# Convergence Results
run_label,mesh_h,xmin_touch_x_mm,xmin_touch_y_mm,xmax_touch_x_mm,xmax_touch_y_mm,ymin_touch_x_mm,ymin_touch_y_mm,ymax_touch_x_mm,ymax_touch_y_mm,bbox_width_mm,bbox_height_mm,area_mm2,perimeter_mm,cx_mm,cy_mm,ixx_c_mm4,iyy_c_mm4,ixy_c_mm4,ip_c_mm4,rx_mm,ry_mm,sx_mm3,sy_mm3,phi_deg,i1_mm4,i2_mm4,j_mm4,asx_mm2,asy_mm2,scx_elastic_mm,scy_elastic_mm,scx_trefftz_mm,scy_trefftz_mm,sc1_mm,sc2_mm,beta_x_plus,beta_x_minus,beta_y_plus,beta_y_minus,shape_factor_x,shape_factor_y,polar_r_mm,j_over_ip,asx_over_a,asy_over_a,compactness,shear_offset_ratio_x,shear_offset_ratio_y,vx,vy
Station_2_h40,40.0,-43.384252343,-14.670089829,88.08317899900001,29.784727834,-36.321051894,-16.860395782999998,87.967870438,29.786754306,131.467431342,46.647150089,1435.9437297294994,285.12470902084453,10.701719519258484,6.667303241141815,1.6645305738001814e+16,1.0415755107954262e+17,3.625530253022752e+16,1.2080285681754443e+17,12.715036162861015,31.806588599628967,,,-70.17782344439289,1.1722611699338155e+17,3576739824162890.5,1.2392638725118072e+16,31326742217054.312,5669484019164.434,-13.742744278466201,-3.417150124745354,-12.581113897486494,-3.000655868182914,-1.4455104092713986,-14.087243695451951,-0.021199224100339312,0.021199224100339312,-0.0367503836679577,0.0367503836679577,,,9172123.455714654,0.10258564285309404,21816134969.965424,3948263362.821635,56.61510128223178,2.284162255769756,1.5125235797974816,21816134969.965424,3948263362.821635
Station_2_h10,10.0,-43.384252343,-14.670089829,88.08317899900001,29.784727834,-36.321051894,-16.860395782999998,87.967870438,29.786754306,131.467431342,46.647150089,1435.9437297294994,285.12470902084453,10.701719519258484,6.667303241141815,1.6645305738001814e+16,1.0415755107954262e+17,3.625530253022752e+16,1.2080285681754443e+17,12.715036162861015,31.806588599628967,,,-70.17782344439289,1.1722611699338155e+17,3576739824162890.5,1.2392638725118072e+16,31326742217054.312,5669484019164.434,-13.742744278466201,-3.417150124745354,-12.581113897486494,-3.000655868182914,-1.4455104092713986,-14.087243695451951,-0.021199224100339312,0.021199224100339312,-0.0367503836679577,0.0367503836679577,,,9172123.455714654,0.10258564285309404,21816134969.965424,3948263362.821635,56.61510128223178,2.284162255769756,1.5125235797974816,21816134969.965424,3948263362.821635
Station_2_h2.5,2.5,-43.384252343,-14.670089829,88.08317899900001,29.784727834,-36.321051894,-16.860395782999998,87.967870438,29.786754306,131.467431342,46.647150089,1435.9437297294994,285.12470902084453,10.701719519258484,6.667303241141815,1.6645305738001814e+16,1.0415755107954262e+17,3.625530253022752e+16,1.2080285681754443e+17,12.715036162861015,31.806588599628967,,,-70.17782344439289,1.1722611699338155e+17,3576739824162890.5,1.2392638725118072e+16,31326742217054.312,5669484019164.434,-13.742744278466201,-3.417150124745354,-12.581113897486494,-3.000655868182914,-1.4455104092713986,-14.087243695451951,-0.021199224100339312,0.021199224100339312,-0.0367503836679577,0.0367503836679577,,,9172123.455714654,0.10258564285309404,21816134969.965424,3948263362.821635,56.61510128223178,2.284162255769756,1.5125235797974816,21816134969.965424,3948263362.821635
