2025-07-31 13:42:54,545 | INFO     | RawGeometry.Station_4 | Logger initialized for RawGeometry Station_4
2025-07-31 13:42:54,548 | INFO     | RawGeometry.Station_4 | Reading DXF file: C:\Users\Sam Hughes\Desktop\geometry_tools\n_sections\blade\Station_4.dxf
2025-07-31 13:42:54,564 | DEBUG    | RawGeometry.Station_4 | Parsed LINE entity with 50 points
2025-07-31 13:42:54,565 | DEBUG    | RawGeometry.Station_4 | Parsed LINE entity with 50 points
2025-07-31 13:42:54,565 | DEBUG    | RawGeometry.Station_4 | Parsed LINE entity with 50 points
2025-07-31 13:42:54,565 | DEBUG    | RawGeometry.Station_4 | Parsed LINE entity with 50 points
2025-07-31 13:42:54,565 | DEBUG    | RawGeometry.Station_4 | Parsed LINE entity with 50 points
2025-07-31 13:42:54,565 | DEBUG    | RawGeometry.Station_4 | Parsed LINE entity with 50 points
2025-07-31 13:42:54,566 | DEBUG    | RawGeometry.Station_4 | Parsed LINE entity with 50 points
2025-07-31 13:42:54,566 | DEBUG    | RawGeometry.Station_4 | Parsed LINE entity with 50 points
2025-07-31 13:42:54,566 | DEBUG    | RawGeometry.Station_4 | Parsed LINE entity with 50 points
2025-07-31 13:42:54,566 | DEBUG    | RawGeometry.Station_4 | Parsed LINE entity with 50 points
2025-07-31 13:42:54,566 | DEBUG    | RawGeometry.Station_4 | Parsed LINE entity with 50 points
2025-07-31 13:42:54,566 | DEBUG    | RawGeometry.Station_4 | Parsed LINE entity with 50 points
2025-07-31 13:42:54,568 | DEBUG    | RawGeometry.Station_4 | Parsed LINE entity with 50 points
2025-07-31 13:42:54,568 | DEBUG    | RawGeometry.Station_4 | Parsed LINE entity with 50 points
2025-07-31 13:42:54,568 | DEBUG    | RawGeometry.Station_4 | Parsed LINE entity with 50 points
2025-07-31 13:42:54,568 | DEBUG    | RawGeometry.Station_4 | Parsed LINE entity with 50 points
2025-07-31 13:42:54,568 | DEBUG    | RawGeometry.Station_4 | Parsed LINE entity with 50 points
2025-07-31 13:42:54,568 | DEBUG    | RawGeometry.Station_4 | Parsed LINE entity with 50 points
2025-07-31 13:42:54,568 | DEBUG    | RawGeometry.Station_4 | Parsed LINE entity with 50 points
2025-07-31 13:42:54,568 | DEBUG    | RawGeometry.Station_4 | Parsed LINE entity with 50 points
2025-07-31 13:42:54,568 | DEBUG    | RawGeometry.Station_4 | Parsed LINE entity with 50 points
2025-07-31 13:42:54,568 | DEBUG    | RawGeometry.Station_4 | Parsed LINE entity with 50 points
2025-07-31 13:42:54,568 | DEBUG    | RawGeometry.Station_4 | Parsed LINE entity with 50 points
2025-07-31 13:42:54,568 | DEBUG    | RawGeometry.Station_4 | Parsed LINE entity with 50 points
2025-07-31 13:42:54,568 | DEBUG    | RawGeometry.Station_4 | Parsed LINE entity with 50 points
2025-07-31 13:42:54,568 | DEBUG    | RawGeometry.Station_4 | Parsed LINE entity with 50 points
