2025-07-31 13:43:01,670 | INFO     | RawGeometry.Station_6 | Logger initialized for RawGeometry Station_6
2025-07-31 13:43:01,670 | INFO     | RawGeometry.Station_6 | Reading DXF file: C:\Users\Sam Hughes\Desktop\geometry_tools\n_sections\blade\Station_6.dxf
2025-07-31 13:43:01,688 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,688 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,688 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,688 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,688 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,688 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,688 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,688 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,688 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,688 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,688 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,688 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,688 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,688 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,688 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,688 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,688 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,688 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,688 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,688 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,688 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,688 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,692 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,692 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,692 | DEBUG    | RawGeometry.Station_6 | Parsed ARC entity with 100 points
2025-07-31 13:43:01,694 | DEBUG    | RawGeometry.Station_6 | Parsed ARC entity with 100 points
2025-07-31 13:43:01,694 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,694 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,694 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,694 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,694 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,694 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,694 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,695 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,695 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,695 | DEBUG    | RawGeometry.Station_6 | Parsed ARC entity with 100 points
2025-07-31 13:43:01,695 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,695 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,695 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,695 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,696 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,696 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,696 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,696 | DEBUG    | RawGeometry.Station_6 | Parsed ARC entity with 100 points
2025-07-31 13:43:01,696 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,696 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
2025-07-31 13:43:01,696 | DEBUG    | RawGeometry.Station_6 | Parsed LINE entity with 50 points
