# Metadata
label,Station_6
r,0.4
r_over_R,0.5
B_r,6.89916829995298
Cx,0.0025
Cy,-0.00705
hs,"[40.0, 10.0, 2.5, 0.625, 0.15625]"
dxf_path,C:\Users\samea\Desktop\geometry_tools\n_sections\blade\Station_6.dxf

# Convergence Results
run_label,mesh_h,area_mm2,perimeter_mm,cx_mm,cy_mm,ixx_c_mm4,iyy_c_mm4,ixy_c_mm4,ip_c_mm4,phi_deg,i1_mm4,i2_mm4,j_mm4,rx_mm,ry_mm,sx_mm3,sy_mm3
Station_6_h40,40.0,574.2730993591284,183.63521969099048,2.5000000003181735,-7.0499999996995015,11779.24021385324,266620.6174272365,32661.522163348818,278399.85764108977,-82.8115071206063,270740.0630573261,7659.794583763723,4.52896956969647,21.54704051865202,,,26669.421432454077
Station_6_h10,10.0,574.2730993591284,183.63521969099048,2.5000000003181735,-7.0499999996995015,11779.24021385324,266620.6174272365,32661.522163348818,278399.85764108977,-82.8115071206063,270740.0630573261,7659.794583763723,4.52896956969647,21.54704051865202,,,26669.421432454077
Station_6_h2.5,2.5,574.2730993591284,183.63521969099048,2.5000000003181735,-7.0499999996995015,11779.24021385324,266620.6174272365,32661.522163348818,278399.85764108977,-82.8115071206063,270740.0630573261,7659.794583763723,4.52896956969647,21.54704051865202,,,26669.421432454077
Station_6_h0.625,0.625,574.2730993591284,183.63521969099048,2.5000000003181735,-7.0499999996995015,11779.24021385324,266620.6174272365,32661.522163348818,278399.85764108977,-82.8115071206063,270740.0630573261,7659.794583763723,4.52896956969647,21.54704051865202,,,26669.421432454077
Station_6_h0.1562,0.15625,574.2730993591284,183.63521969099048,2.5000000003181735,-7.0499999996995015,11779.24021385324,266620.6174272365,32661.522163348818,278399.85764108977,-82.8115071206063,270740.0630573261,7659.794583763723,4.52896956969647,21.54704051865202,,,26669.421432454077
