# Metadata
label,Station_4
r,0.3
r_over_R,0.375
B_r,10.8618390488919
Cx,0.00377
Cy,-0.010320000000000001
hs,"[40.0, 10.0, 2.5]"
dxf_path,\\mull.sms.ed.ac.uk\home\s1834431\Win7\Desktop\geometry_tools\n_sections\blade\Station_4.dxf
material_name,Al_7075_T6

# Convergence Results
run_label,mesh_h,xmin_touch_x_mm,xmin_touch_y_mm,xmax_touch_x_mm,xmax_touch_y_mm,ymin_touch_x_mm,ymin_touch_y_mm,ymax_touch_x_mm,ymax_touch_y_mm,bbox_width_mm,bbox_height_mm,area_mm2,perimeter_mm,cx_mm,cy_mm,ixx_c_mm4,iyy_c_mm4,ixy_c_mm4,ip_c_mm4,rx_mm,ry_mm,sx_mm3,sy_mm3,phi_deg,i1_mm4,i2_mm4,j_mm4,asx_mm2,asy_mm2,scx_elastic_mm,scy_elastic_mm,scx_trefftz_mm,scy_trefftz_mm,sc1_mm,sc2_mm,beta_x_plus,beta_x_minus,beta_y_plus,beta_y_minus,shape_factor_x,shape_factor_y,polar_r_mm,j_over_ip,asx_over_a,asy_over_a,compactness,shear_offset_ratio_x,shear_offset_ratio_y,vx,vy
Station_4_h40,40.0,-36.868916196,-6.775562603,74.85507227800001,13.756445286,-24.555604927,-9.878865222,41.729567455,14.398255958,111.72398847400001,24.277121179999998,943.3629499198269,233.29041810526695,9.325426414352407,3.405620125807256,3419932675541966.0,4.955603913338259e+16,9578734880733502.0,5.297597180892456e+16,7.110658028754381,27.067572456207902,,,-78.72495626371445,5.1465720823539336e+16,1510250985385220.8,5269212513938954.0,36534622435247.82,3384387855361.9385,-11.882943590429978,-1.3414251689774568,-10.851416510031743,-1.1372499109882108,-1.007805704733338,-11.91587586033079,-0.015045878781215802,0.015045878781215802,-0.031118753629635353,0.031118753629635353,,,7493764.803544509,0.09946419733354056,38728065839.72031,3587577671.615751,57.69191930248651,2.274252035503856,1.3938857298887644,38728065839.72031,3587577671.615751
Station_4_h10,10.0,-36.868916196,-6.775562603,74.85507227800001,13.756445286,-24.555604927,-9.878865222,41.729567455,14.398255958,111.72398847400001,24.277121179999998,943.3629499198269,233.29041810526695,9.325426414352407,3.405620125807256,3419932675541966.0,4.955603913338259e+16,9578734880733502.0,5.297597180892456e+16,7.110658028754381,27.067572456207902,,,-78.72495626371445,5.1465720823539336e+16,1510250985385220.8,5269212513938954.0,36534622435247.82,3384387855361.9385,-11.882943590429978,-1.3414251689774568,-10.851416510031743,-1.1372499109882108,-1.007805704733338,-11.91587586033079,-0.015045878781215802,0.015045878781215802,-0.031118753629635353,0.031118753629635353,,,7493764.803544509,0.09946419733354056,38728065839.72031,3587577671.615751,57.69191930248651,2.274252035503856,1.3938857298887644,38728065839.72031,3587577671.615751
Station_4_h2.5,2.5,-36.868916196,-6.775562603,74.85507227800001,13.756445286,-24.555604927,-9.878865222,41.729567455,14.398255958,111.72398847400001,24.277121179999998,943.3629499198269,233.29041810526695,9.325426414352407,3.405620125807256,3419932675541966.0,4.955603913338259e+16,9578734880733502.0,5.297597180892456e+16,7.110658028754381,27.067572456207902,,,-78.72495626371445,5.1465720823539336e+16,1510250985385220.8,5269212513938954.0,36534622435247.82,3384387855361.9385,-11.882943590429978,-1.3414251689774568,-10.851416510031743,-1.1372499109882108,-1.007805704733338,-11.91587586033079,-0.015045878781215802,0.015045878781215802,-0.031118753629635353,0.031118753629635353,,,7493764.803544509,0.09946419733354056,38728065839.72031,3587577671.615751,57.69191930248651,2.274252035503856,1.3938857298887644,38728065839.72031,3587577671.615751
