# Metadata
label,Station_10
r,0.6
r_over_R,0.75
B_r,2.6927311322103797
Cx,0.0013700000000000001
Cy,-0.00512
hs,"[40.0, 10.0, 2.5]"
dxf_path,\\mull.sms.ed.ac.uk\home\s1834431\Win7\Desktop\geometry_tools\n_sections\blade\Station_10.dxf
material_name,Al_7075_T6

# Convergence Results
run_label,mesh_h,xmin_touch_x_mm,xmin_touch_y_mm,xmax_touch_x_mm,xmax_touch_y_mm,ymin_touch_x_mm,ymin_touch_y_mm,ymax_touch_x_mm,ymax_touch_y_mm,bbox_width_mm,bbox_height_mm,area_mm2,perimeter_mm,cx_mm,cy_mm,ixx_c_mm4,iyy_c_mm4,ixy_c_mm4,ip_c_mm4,rx_mm,ry_mm,sx_mm3,sy_mm3,phi_deg,i1_mm4,i2_mm4,j_mm4,asx_mm2,asy_mm2,scx_elastic_mm,scy_elastic_mm,scx_trefftz_mm,scy_trefftz_mm,sc1_mm,sc2_mm,beta_x_plus,beta_x_minus,beta_y_plus,beta_y_minus,shape_factor_x,shape_factor_y,polar_r_mm,j_over_ip,asx_over_a,asy_over_a,compactness,shear_offset_ratio_x,shear_offset_ratio_y,vx,vy
Station_10_h40,40.0,-20.093368901,-0.94502441,40.79562777,1.918685924,-5.557947029,-3.7785077979999997,6.609924339,5.741672841000001,60.88899667100001,9.520180639,264.0990322912408,124.89314968152286,5.060332667071231,1.1070799023977476,128952161619483.8,4119273683747122.0,235384786014502.5,4248225845366605.5,2.6095842979678014,14.749161833928667,,,-86.6357347299324,4133110797240628.0,115115048125977.19,403006422672635.4,15253404629154.314,926316754450.5736,-6.807849678712776,0.11496151474819918,-6.188964683213471,0.15066760439625965,-0.514273685475518,-6.789370808421814,0.0016177446282643032,-0.0016177446282643032,-0.017728538959699072,0.017728538959699072,,,4010701.989593973,0.09486464169794097,57756382129.91746,3507459858.577059,59.062309702709996,2.3453363892482897,0.8961578884241219,57756382129.91746,3507459858.577059
Station_10_h10,10.0,-20.093368901,-0.94502441,40.79562777,1.918685924,-5.557947029,-3.7785077979999997,6.609924339,5.741672841000001,60.88899667100001,9.520180639,264.0990322912408,124.89314968152286,5.060332667071231,1.1070799023977476,128952161619483.8,4119273683747122.0,235384786014502.5,4248225845366605.5,2.6095842979678014,14.749161833928667,,,-86.6357347299324,4133110797240628.0,115115048125977.19,403006422672635.4,15253404629154.314,926316754450.5736,-6.807849678712776,0.11496151474819918,-6.188964683213471,0.15066760439625965,-0.514273685475518,-6.789370808421814,0.0016177446282643032,-0.0016177446282643032,-0.017728538959699072,0.017728538959699072,,,4010701.989593973,0.09486464169794097,57756382129.91746,3507459858.577059,59.062309702709996,2.3453363892482897,0.8961578884241219,57756382129.91746,3507459858.577059
Station_10_h2.5,2.5,-20.093368901,-0.94502441,40.79562777,1.918685924,-5.557947029,-3.7785077979999997,6.609924339,5.741672841000001,60.88899667100001,9.520180639,264.0990322912408,124.89314968152286,5.060332667071231,1.1070799023977476,128952161619483.8,4119273683747122.0,235384786014502.5,4248225845366605.5,2.6095842979678014,14.749161833928667,,,-86.6357347299324,4133110797240628.0,115115048125977.19,403006422672635.4,15253404629154.314,926316754450.5736,-6.807849678712776,0.11496151474819918,-6.188964683213471,0.15066760439625965,-0.514273685475518,-6.789370808421814,0.0016177446282643032,-0.0016177446282643032,-0.017728538959699072,0.017728538959699072,,,4010701.989593973,0.09486464169794097,57756382129.91746,3507459858.577059,59.062309702709996,2.3453363892482897,0.8961578884241219,57756382129.91746,3507459858.577059
