# Metadata
label,Station_14
r,0.8
r_over_R,1.0
B_r,0.315909961538458
Cx,0.000847
Cy,-0.0024300000000000003
hs,"[40.0, 10.0, 2.5]"
dxf_path,\\mull.sms.ed.ac.uk\home\s1834431\Win7\Desktop\geometry_tools\n_sections\blade\Station_14.dxf
material_name,Al_7075_T6

# Convergence Results
run_label,mesh_h,xmin_touch_x_mm,xmin_touch_y_mm,xmax_touch_x_mm,xmax_touch_y_mm,ymin_touch_x_mm,ymin_touch_y_mm,ymax_touch_x_mm,ymax_touch_y_mm,bbox_width_mm,bbox_height_mm,area_mm2,perimeter_mm,cx_mm,cy_mm,ixx_c_mm4,iyy_c_mm4,ixy_c_mm4,ip_c_mm4,rx_mm,ry_mm,sx_mm3,sy_mm3,phi_deg,i1_mm4,i2_mm4,j_mm4,asx_mm2,asy_mm2,scx_elastic_mm,scy_elastic_mm,scx_trefftz_mm,scy_trefftz_mm,sc1_mm,sc2_mm,beta_x_plus,beta_x_minus,beta_y_plus,beta_y_minus,shape_factor_x,shape_factor_y,polar_r_mm,j_over_ip,asx_over_a,asy_over_a,compactness,shear_offset_ratio_x,shear_offset_ratio_y,vx,vy
Station_14_h40,40.0,-14.215661178,-0.090110837,28.862099968,0.182952304,0.585928063,-2.5569423749999998,0.902883385,3.884152545,43.07776114599999,6.441094919999999,174.43991695305093,88.20770880017794,3.567945983618416,0.5881303868813597,29180236474626.406,1129969572548197.2,18803713612918.293,1159149809022823.5,1.527432018147912,9.504972421254559,,,-89.0216524421656,1130290684427840.0,28859124594983.426,110163672152391.66,11483812759148.82,4525762099428.166,-2.5762437952691113,0.20323454974870112,-1.7680817265781748,0.21636280471076969,-0.247193141894628,-2.5723980884525655,0.005444701726299967,-0.005444701726299967,-0.0077270934624513715,0.0077270934624513715,,,2577785.9268622766,0.09503833869865438,65832482379.81902,25944532527.186638,44.60332260918854,1.7220523536784111,0.654439637396769,65832482379.81902,25944532527.186638
Station_14_h10,10.0,-14.215661178,-0.090110837,28.862099968,0.182952304,0.585928063,-2.5569423749999998,0.902883385,3.884152545,43.07776114599999,6.441094919999999,174.43991695305093,88.20770880017794,3.567945983618416,0.5881303868813597,29180236474626.406,1129969572548197.2,18803713612918.293,1159149809022823.5,1.527432018147912,9.504972421254559,,,-89.0216524421656,1130290684427840.0,28859124594983.426,110163672152391.66,11483812759148.82,4525762099428.166,-2.5762437952691113,0.20323454974870112,-1.7680817265781748,0.21636280471076969,-0.247193141894628,-2.5723980884525655,0.005444701726299967,-0.005444701726299967,-0.0077270934624513715,0.0077270934624513715,,,2577785.9268622766,0.09503833869865438,65832482379.81902,25944532527.186638,44.60332260918854,1.7220523536784111,0.654439637396769,65832482379.81902,25944532527.186638
Station_14_h2.5,2.5,-14.215661178,-0.090110837,28.862099968,0.182952304,0.585928063,-2.5569423749999998,0.902883385,3.884152545,43.07776114599999,6.441094919999999,174.43991695305093,88.20770880017794,3.567945983618416,0.5881303868813597,29180236474626.406,1129969572548197.2,18803713612918.293,1159149809022823.5,1.527432018147912,9.504972421254559,,,-89.0216524421656,1130290684427840.0,28859124594983.426,110163672152391.66,11483812759148.82,4525762099428.166,-2.5762437952691113,0.20323454974870112,-1.7680817265781748,0.21636280471076969,-0.247193141894628,-2.5723980884525655,0.005444701726299967,-0.005444701726299967,-0.0077270934624513715,0.0077270934624513715,,,2577785.9268622766,0.09503833869865438,65832482379.81902,25944532527.186638,44.60332260918854,1.7220523536784111,0.654439637396769,65832482379.81902,25944532527.186638
