# NACA 63-415 Thickened Trailing edge 0.00625,
x,y
0.691342,-0.021749188
0.695366,-0.021224624
0.699375,-0.02070622
0.703368,-0.02019397
0.707347,-0.019681881
0.711309,-0.019168935
0.715256,-0.018663139
0.719186,-0.018163481
0.723099,-0.017665956
0.726995,-0.017170562
0.730874,-0.016678296
0.734736,-0.016194156
0.738579,-0.015716126
0.742405,-0.015241216
0.746212,-0.01476941
0.75,-0.014302705
0.753769,-0.013843099
0.757519,-0.013388588
0.761249,-0.012939162
0.76496,-0.012496825
0.76865,-0.012061561
0.77232,-0.011630374
0.775968,-0.011203246
0.779597,-0.010782194
0.783203,-0.010369188
0.786788,-0.009964239
0.790352,-0.009566343
0.793893,-0.009173484
0.797411,-0.008786657
0.800908,-0.008406872
0.804381,-0.008035107
0.807831,-0.007673364
0.811257,-0.007318633
0.81466,-0.006969917
0.818039,-0.006628206
0.821394,-0.006293496
0.824724,-0.005968776
0.82803,-0.005651051
0.83131,-0.005341302
0.834565,-0.005037532
0.837795,-0.004742739
0.840999,-0.004457911
0.844177,-0.004180044
0.847329,-0.003909135
0.850455,-0.00364518
0.853553,-0.003390161
0.856625,-0.003146089
0.85967,-0.002907953
0.862687,-0.002676742
0.865677,-0.002452459
0.868639,-0.002237093
0.871572,-0.002029633
0.874478,-0.001829091
0.877355,-0.001638447
0.880203,-0.001455698
0.883022,-0.001281841
0.885812,-0.001113871
0.888573,-0.000953785
0.891304,-0.000801571
0.894005,-0.000658226
0.896677,-0.000522755
0.899318,-0.000394138
0.901928,-0.00027237
0.904508,-0.000158457
0.907058,-5.34E-05
0.909576,4.58E-05
0.912063,0.000139229
0.914519,0.00022379
0.916943,0.000300531
0.919335,0.000371454
0.921696,0.000434554
0.924024,0.000488852
0.92632,0.000536343
0.928584,0.00057803
0.930815,0.000613924
0.933013,0.000642028
0.935178,0.000663347
0.93731,0.000679883
0.939409,0.00069064
0.941474,0.000693628
0.943505,0.000688852
0.945503,0.000680305
0.947467,0.000667
0.949397,0.000648938
0.951293,0.000625124
0.953154,0.000595568
0.954981,0.000560266
0.956773,0.000521227
0.95853,0.000476456
0.960252,0.000427955
0.96194,0.000373718
0.963592,0.000315765
0.965209,0.00025509
0.96679,0.000190704
0.968336,0.000121601
0.969846,4.98E-05
0.971321,-2.67E-05
0.972759,-0.000104942
0.974162,-0.000185862
0.975528,-0.00026947
0.976858,-0.000355772
0.978152,-0.000444766
0.97941,-0.000535449
0.980631,-0.000628812
0.981815,-0.000722851
0.982963,-0.000818575
0.984074,-0.000914971
0.985148,-0.001013038
0.986185,-0.001111775
0.987185,-0.001212179
0.988148,-0.001313249
0.989074,-0.001412984
0.989962,-0.001513372
0.990814,-0.001613431
0.991627,-0.001712131
0.992404,-0.001810499
0.993143,-0.001908515
0.993844,-0.002004178
0.994508,-0.002098496
0.995134,-0.002191458
0.995722,-0.002281064
0.996273,-0.002369321
0.996786,-0.00245422
0.997261,-0.002536759
0.997698,-0.002614938
0.998097,-0.002689757
0.998459,-0.002760223
0.998782,-0.002826317
0.999067,-0.002887049
0.999315,-0.002942427
0.999524,-0.002992432
0.999695,-0.003035072
0.999829,-0.003071359
0.999924,-0.00309927
0.999981,-0.003117818
1,-0.003125
