r/R [-],Jt [mm⁴],Iz [mm⁴],filename
0.25,4.153542187499999,201.72451562500004,Station_2.dxf
0.375,3.4040731933593746,130.0072377929688,Station_4.dxf
0.5,2.4904999999999995,68.16350000000006,Station_6.dxf
0.625,1.4522049316406243,22.883258300781335,Station_8.dxf
0.75,0.37405781250000025,1.0709218750000673,Station_10.dxf
0.875,-0.5663047363281253,8.2847084960938,Station_12.dxf
1.0,-1.0511999999999997,47.176000000000045,Station_14.dxf
